v1 v2 v3 v4 v5 
-1.4339 -0.080267 -0.10977 0.23987 -0.21628 
-1.1961 0.08705 0.016057 -0.089038 -0.22063 
-1.0772 -0.059043 -0.17425 0.16793 -0.10443 
0.37939 0.64702 -0.02768 0.2823 -1.1152 
0.52802 0.095847 0.20455 -0.11191 -0.40634 
0.6172 -0.20109 0.43615 -0.090422 -0.35331 
0.67665 0.16055 -0.18592 -0.31202 0.12006 
0.70638 -0.074534 -0.35191 0.080677 0.17933 
1.0631 0.11892 0.063306 -0.13551 -0.26088 
1.0928 -0.28616 0.20051 0.028569 -0.12633 
1.1225 -0.26461 -0.13366 -0.27143 0.47971 
1.1523 0.064967 0.068945 -0.26081 -0.093049 
-1.5457 0.56288 -0.38743 0.25172 -0.61245 
-1.4268 0.17171 0.29743 0.3174 -0.97542 
-1.2187 -0.14211 -0.021855 -0.067738 0.05074 
-1.189 0.063634 -0.4464 -0.029528 0.24152 
-1.0701 0.24433 -0.19275 -0.0078215 -0.23672 
0.3568 0.38247 -0.20759 0.030799 -0.40394 
0.38653 0.082337 0.10128 0.061628 -0.43718 
0.47571 -0.30214 -0.21701 0.19641 0.18018 
0.50544 0.43098 0.41382 -0.09231 -0.99262 
0.53516 0.15185 0.020459 0.27444 -0.62404 
0.56489 -0.12988 -0.11738 0.2168 -0.1264 
0.59462 0.43297 -0.0512 0.25905 -0.83359 
0.71352 0.21558 0.27632 -0.2036 -0.51605 
0.74325 -0.41966 0.056375 -0.0048399 0.20547 
0.92161 0.37288 -0.10481 0.048449 -0.51787 
1.0108 -0.14506 0.29749 -0.23858 -0.12223 
1.0405 0.27267 -0.33576 0.0026613 -0.12668 
1.1 0.41951 0.26423 -0.34971 -0.58453 
1.1297 -0.054782 0.291 -0.16579 -0.27904 
1.1594 0.14568 -0.033623 -0.35381 0.022733 
1.1891 0.048051 0.031529 -0.011584 -0.2596 
-1.5385 0.10489 0.021581 0.088882 -0.39522 
-1.3899 0.10208 -0.042869 0.51417 -0.71969 
-1.2116 -0.1108 -0.12363 0.12087 -0.043334 
0.36395 -0.12886 0.0947 0.13361 -0.26484 
0.39368 -0.04947 0.23616 0.16851 -0.52997 
0.48286 0.010628 0.21717 0.030008 -0.44534 
0.51258 0.71018 0.15257 0.13927 -1.223 
0.54231 0.14404 0.47561 0.2982 -1.1072 
0.57204 -0.44094 -0.11093 -0.0046566 0.41103 
0.60176 -0.65155 -0.093899 -0.50393 1.0809 
0.63149 0.23582 0.11104 0.2389 -0.76759 
0.69094 -0.12634 0.2329 0.30995 -0.57618 
0.72067 -0.031085 0.31157 -0.3955 -0.10474 
0.7504 -0.37366 -0.2654 -0.089874 0.58056 
1.0774 0.15028 0.016177 -0.29542 -0.0809 
1.1368 0.073647 -0.08429 -0.1116 -0.06481 
1.1963 -0.32573 0.072713 -0.024147 0.1141 
-1.5314 0.25934 0.14087 0.063595 -0.65334 
-1.3828 0.18486 0.38848 -0.38795 -0.41432 
-1.353 -0.30904 -0.0665 0.25987 -0.013792 
-1.3233 -0.47814 -0.013678 0.21802 0.14952 
-1.2936 0.33069 -0.039625 -0.093772 -0.39384 
-1.2639 0.047798 -0.20415 0.039548 -0.044352 
-1.2341 0.044111 -0.35163 -0.054612 0.20163 
-1.0855 -0.49663 -0.20695 -0.080075 0.64866 
-1.0558 0.16601 0.10213 0.44941 -0.87182 
0.3711 0.22072 -0.065802 0.21022 -0.53179 
0.46028 0.22331 -0.49216 -0.012866 0.11962 
0.49 -0.030372  0.26 0.053764 -0.461 
0.51973 0.23491 -0.45165 -0.0096826 0.061849 
0.54946 0.10896 -0.081417 -0.042186 -0.16214 
0.57918 -0.14919 0.20833 -0.052233 -0.18203 
0.60891 0.22464 0.026497 0.30771 -0.72327 
0.63864 -0.27563 -0.097608 -0.12953 0.34495 
0.66836 -0.25898 -0.82118 -0.11907 1.0761 
0.75754 0.19027 0.1582 -0.099496 -0.44658 
1.0548 -0.099916 0.42305 -0.010649 -0.49815 
1.1143 0.013841 -0.20502 0.088513 -0.052801 
1.144 -0.26401 0.3469 -0.037618 -0.21876 
1.1737 0.043773 0.44803 0.10972 -0.78894 
1.2034 -0.31671 -0.080445 -0.16684 0.40531 
-1.4945 0.061725 0.18388 -0.31965 -0.12462 
-1.4648 0.17188 -0.14333 0.011081 -0.20592 
-1.0784 -0.1371 -0.026915 -0.1539 0.15387 
0.37824 0.20866 -0.079085 -0.32031 -0.0045825 
0.40797 0.28214 0.052367 -0.21467 -0.31865 
0.46742 -0.20714 -0.030712 -0.50042 0.55417 
0.49715 0.18431 0.17942 0.40597 -0.92425 
0.52688 -0.078953 0.26685 -0.39507 0.0080617 
0.5566 0.10021 -0.62029 0.21669 0.17933 
0.58633 0.52035 -0.012969 -0.21798 -0.50041 
0.61606 -0.071086 0.064196 0.24599 -0.38327 
0.64578 -0.12136 0.27337 -0.064951 -0.26029 
0.76469 0.03185 0.24649 -0.029797 -0.4277 
1.062 0.18133 0.16911 0.039703 -0.57009 
1.1214 -0.030624 -0.30441 -0.13085 0.31013 
1.2403 0.0068291 -0.16056 0.26698 -0.25001 
-1.4577 -0.24258 -0.23653 0.096669 0.26076 
-1.4279 -0.15647 -0.1529 -0.2233 0.37869 
-1.1307 -0.16768 -0.31296 -0.032303 0.38102 
-1.1009 -0.097698 -0.40654 -0.24695 0.60406 
0.41512 0.14989 0.083889 -0.099576 -0.31025 
0.44484 -0.30981 -0.01522 -0.17689 0.35433 
0.47457 -0.477 -0.32433 0.19398 0.51172 
0.5043 -0.06284 0.011559 0.15208 -0.24194 
0.53402 0.29011 -0.092563 -0.30689 -0.08183 
0.56375 -0.11402 -0.22575 0.21981 -0.0016385 
0.59348 -0.064981 0.0368 0.049273 -0.17063 
0.6232 0.027228 -0.56813 -0.044914 0.45295 
0.65293 -0.38829 -0.45086 -0.0062137 0.73596 
0.71238 -0.14376 0.27504 0.64154 -0.88669 
0.74211 0.0012546 0.08624 -0.11612 -0.13928 
0.83129 0.054633 -0.10418 -0.019488 -0.086171 
1.1286 0.21364 -0.05625 0.33791 -0.63746 
1.188 0.20272 -0.030872 -0.41698 0.048676 
1.2177 -0.29318 0.014154 0.087367 0.060412 
1.2475 -0.17553 0.27612 0.074299 -0.32719 
-1.4208 -0.037966 -0.012993 0.15883 -0.24121 
-1.1532 -0.47982 0.0084563 -0.070027 0.41876 
0.42226 0.38572 -0.026756 -0.045674 -0.48741 
0.51144 0.14129 -0.19366 0.33602 -0.407 
0.54117 0.13876 0.42361 -0.38889 -0.37813 
0.5709 0.10717 -0.049252 0.27064 -0.46139 
0.60062 -0.075095 0.12798 0.50227 -0.66849 
0.63035 0.13936 0.1821 -0.17422 -0.32497 
0.66008 0.14571 0.19374 0.0015814 -0.50721 
0.77898 -0.24896 -0.41199 -0.15383 0.69185 
0.80871 -0.41327 -0.30008 -0.29775 0.88294 
1.0465 -0.22933 0.19875 0.095761 -0.2011 
1.106 -0.17285 0.058657 -0.26322 0.21912 
1.2546 0.31983 0.10373 0.2014 -0.78361 
-1.3245 0.56438 0.0041008 0.035268 -0.77723 
-1.2947 -0.044358 0.52764 0.00056569 -0.64647 
-1.265 0.30933 -0.19643 0.425 -0.65775 
-1.2353 0.1738 0.11586 -0.053376 -0.3967 
0.42941 0.38146 0.28638 0.077844 -0.91817 
0.45914 -0.21457 -0.079942 -0.069418 0.23649 
0.51859 0.00078442 -0.08571 -0.26899 0.19887 
0.54832 0.14569 -0.0031027 -0.15231 -0.1502 
0.57804 0.307 0.066612 -0.12216 -0.42283 
0.60777 -0.10747 -0.11926 0.072324 0.03215 
0.63749 -0.12019 0.43948 -0.25587 -0.23523 
0.66722 0.039083 0.15306 0.20009 -0.52784 
0.72667 -0.34949 -0.24271 0.059235 0.43111 
0.7564 -0.0036048 -0.23499 0.44246 -0.30076 
0.81585 0.16451 -0.037983 0.13022 -0.39606 
1.1428 -0.30882 0.1616 0.12314 -0.095341 
1.2023 -0.087242 0.16069 -0.06028 -0.15967 
1.232 0.10033 0.094102 -0.21745 -0.14336 
0.020384 0.16307 -0.192 0.041727 -0.14317 
0.46628 -0.50884 -0.38381 0.079789 0.7371 
0.55546 0.023291 0.14213 0.16502 -0.45931 
0.64464 -0.32716 0.17857 -0.30828 0.31478 
0.73382 -0.12881 0.075649 0.11357 -0.18008 
0.76355 -0.21462 0.26908 0.046896 -0.22968 
0.79327 0.24625 -0.40698 -0.089759 0.11586 
1.2392 0.029707 0.043145 0.45821 -0.63468 
1.2689 -0.11275 -0.2943 -0.11476 0.40274 
-0.0021965 0.082989 -0.26235 0.46128 -0.36623 
0.47343 0.15442 0.42862 0.17994 -0.90525 
0.50315 0.054537 -0.23268 -0.30833 0.34773 
0.56261 0.15697 -0.088244 0.41011 -0.57989 
0.71124 0.016623 -0.43425 0.37605 -0.036287 
0.74097 0.034262 0.16879 0.17931 -0.50449 
0.77069 -0.070746 -0.18944 -0.25916 0.38996 
1.1571 0.017357 -0.13065 -0.36589 0.33377 
1.1869 0.20629 0.43171 0.086208 -0.87659 
1.2463 -0.032411 0.18648 0.012956 -0.29763 
0.0049498 0.042221 -0.23346 0.21606 -0.1177 
0.034676 -0.031526 -0.22833 -0.054189 0.20636 
0.33194 0.081259 0.32195 -0.31526 -0.24798 
0.54003 -0.01086 -0.25493 -0.48119 0.60886 
0.59948 -0.017081 -0.14997 0.39914 -0.31221 
0.65893 -0.12255 -0.18867 -0.009232 0.21982 
0.68866 0.030723 -0.13238 -0.071463 0.055616 
0.71839 -0.1579 -0.069924 0.084684 0.045707 
0.74811 -0.070693 -0.25786 -0.29235 0.50017 
1.2535 -0.012908 0.61852 0.01229 -0.76297 
-0.017631 -0.69884 -0.016173 0.03277 0.62054 
0.012096 0.20394 -0.34329 -0.20814 0.22715 
0.041823 -0.0055108 -0.26476 -0.19785 0.35802 
0.24991 -0.27815 -0.054629 -0.037534 0.27877 
0.54717 0.15038 -0.025387 -0.015575 -0.228 
0.5769 -0.051054 0.14155 0.079639 -0.27722 
0.60663 -0.35479 0.087342 -0.024885 0.1997 
0.63635 0.031691 0.052119 -0.15672 -0.05194 
0.66608 0.37347 0.23797 0.041268 -0.79413 
0.69581 -0.39264 0.031104 0.16774  0.12 
1.2309 0.065476 -0.38156 -0.071125 0.28727 
1.3201 -0.41589 0.1198 -0.090178 0.29129 
-0.040211 -0.034414 0.081996 0.17112 -0.30975 
-0.010484 0.28895 -0.01455 -0.043271 -0.35329 
0.019242 -0.08828 0.050279 0.025919 -0.084355 
0.048969 -0.19748 0.22145 0.018409 -0.14069 
0.6435 0.038688 -0.039505 0.10837 -0.20184 
0.67323 -0.11143 0.093305 -0.16606 0.073462 
0.70295 0.081873 -0.49513 -0.045107 0.37243 
0.94077 0.10788 0.0018513 -0.10626 -0.11943 
1.2083 -0.052819 0.05679 -0.21634 0.096114 
1.2975 0.19333 0.069493 0.0082623 -0.38758 
-1.4599 -0.070437 -0.23937 0.11995 0.12069 
-1.4302 0.14842 0.05028 -0.14245 -0.172 
-1.3708 0.090595 -0.033033 -0.032219 -0.12554 
-1.341 0.017242 -0.24316 0.1684 -0.013582 
-1.3113 0.34273 0.147 -0.037611 -0.57739 
-1.2519 0.048494 0.035931 -0.2894 0.085804 
-1.1924 0.05111 -0.057704 0.191 -0.26501 
-1.1627 -0.19833 0.10621 0.073499 -0.062441 
-1.1329 0.00079841 0.22235 0.011178 -0.33808 
-1.014 0.0057064 -0.049662 -0.33915 0.26724 
-0.98431 0.50175 -0.21925 0.20731 -0.59004 
-0.033065 0.16594 -0.54789 0.010845 0.29407 
-0.003338 0.19314 0.23948 0.31987 -0.84729 
0.026389 0.0091917 0.1188 -0.31043 0.060263 
0.056115 0.0082639 0.048056 -0.14487 -0.018361 
1.3344 0.36275 0.072379 -0.15451 -0.41189 
1.3641 0.0091621 0.33501 -0.2072 -0.26225 
-1.4528 -0.29284 -0.087654 0.1119 0.21334 
-1.3933 0.058146 0.048825 -0.016839 -0.18342 
-1.3636 0.17478 0.15145 -0.18706 -0.25694 
-1.3339 -0.074722 -0.27697 -0.20414 0.47338 
-1.3042 -0.092034 -0.027136 0.16722 -0.11504 
-1.2447 0.093246 0.067605 0.00029365 -0.25635 
-1.215 -0.16329 0.050736 0.082166 -0.041891 
-1.1853 0.091069 0.22692 -0.13143 -0.29871 
-1.1258 -0.065097 0.36854 0.039512 -0.43986 
-1.0663 -0.080159 -0.49486 -0.066764 0.57998 
-1.0366 -0.069337 -0.029086 -0.11508 0.12507 
-1.0069 -0.0021462 0.37761 0.12616 -0.5968 
-0.97717 0.18864 0.05155 0.026856 -0.36564 
-0.025918 0.10472 -0.074595 -0.19605 0.062886 
0.0038083 -0.017332 -0.30161 -0.15684 0.39425 
0.033535 -0.12717 0.029678 -0.018669 0.035425 
0.063261 0.024764 0.072885 -0.059701 -0.13334 
0.3308 -0.45424 0.29675 -0.29719 0.36197 
1.3118 -0.25184 -0.27924 -0.022363 0.49529 
1.3415 0.31756 -0.013737 0.054309 -0.45979 
-1.4456 0.31718 -0.26191 0.040039 -0.17827 
-0.97002 0.25116 0.2147 -0.47231 -0.13183 
-0.048499 -0.04589 0.28968 -0.085638 -0.25368 
-0.018772 0.11787 -0.22155 0.23646 -0.19105 
0.010955 0.13793 0.036989 -0.47663 0.17889 
0.040681 -0.10246 -0.10755 -0.010782 0.15339 
0.10013 -0.32565 -0.18447 0.12756 0.34289 
0.30822 0.21821 0.11791 -0.10418 -0.33723 
0.9622 0.29272 -0.15507 -0.090928 -0.14262 
1.1703 0.03498 -0.02326 -0.082865 -0.014191 
1.2297 0.024937 0.25715 0.038073 -0.4098 
1.3189 0.1682 -0.12711 0.10947 -0.22563 
-1.4385 0.17405 -0.098118 0.22035 -0.35753 
-0.96288 0.2655 0.25497 -0.1084 -0.51959 
-0.071079 -0.091306 -0.11945 0.027158 0.12647 
-0.041352 0.22285 0.27388 -0.25478 -0.35811 
-0.011626 -0.24909 0.42457 0.027558 -0.27642 
0.018101 -0.062875 -0.13289 -0.0322 0.16545 
0.047827 -0.19686 0.22612 -0.33062 0.20874 
0.077554 0.03635 -0.14588 0.024785 0.020624 
0.22619 0.22578 0.15612 0.025351 -0.49795 
1.3261 0.29713 -0.2985 -0.25687 0.16489 
1.3558 -0.068064 -0.033018 -0.019617 0.054583 
-1.4314 0.075465 -0.081243 0.11648 -0.1662 
-1.3422 -0.21979 0.0073285 0.23485 -0.054996 
-1.253 -0.027789 0.0021484 -0.20685 0.15649 
-1.1935 0.51163 -0.31496 0.068403 -0.34037 
-1.1044 -0.10445 0.19317 0.096048 -0.24356 
-0.95573 -0.23731 -0.19991 0.19504 0.21786 
-0.063933 0.086077 0.02687 0.038984 -0.21884 
-0.034206 -0.21114 0.2189 0.099779 -0.16055 
-0.0044794 -0.29138 -0.048195 0.086899 0.21675 
0.025247 0.10882 0.23051 0.083985 -0.49831 
0.054974 -0.14439 -0.034476 0.1748 -0.035594 
0.0847 -0.034375 -0.27455 0.13246 0.13842 
0.14415 -0.08737 0.23983 0.03884 -0.25751 
0.26306 0.21005 -0.075717 0.31529 -0.49977 
0.44142 0.096912 0.15917 -0.22677 -0.12223 
1.3332 0.13499 -0.74859 0.10277 0.48283 
-1.4242 -0.17297 0.18302 -0.37067 0.28113 
-1.3945 -0.047625 -0.14308 0.049233 0.099688 
-1.3648 0.45109 -0.27707 -0.1919 -0.066239 
-1.335 0.0058808 0.2187 -0.0062404 -0.28495 
-1.3053 0.15988 -0.067316 -0.050331 -0.10793 
-1.2756 -0.15887 0.16039 -0.24937 0.1772 
-1.2458 -0.35792 0.30066 0.14145 -0.12116 
-1.1864 0.32917 0.086742 -0.03704 -0.46181 
-1.1269 -0.12086 0.115 0.12973 -0.16775 
-1.0675 0.36103 0.33564 -0.030713 -0.7625 
-0.086513 -0.022144 -0.028057 -0.14104 0.12873 
-0.056786 0.28943 0.19873 -0.33997 -0.2556 
-0.02706 -0.11266 0.14328 -0.087486 -0.0043614 
0.0026668 -0.083473 0.0057447 0.23024 -0.18632 
0.032393 0.028887 0.16425 0.10221 -0.35306 
0.06212 0.11102 -0.057398 0.37402 -0.4605 
0.091846 -0.26155 -0.0066491 0.027181 0.20465 
0.95392 0.34854 -0.050311 0.1273 -0.49138 
1.2215 -0.32603 -0.059599 -0.15637 0.49921 
1.3701 -0.34958 -0.054044 -0.13841 0.50175 
-1.2982 0.042433 0.11571 -0.16689 -0.058933 
-1.1792 -0.22048 -0.24433 -0.112 0.54712 
-1.1495 0.35497 -0.33671 -0.17166 0.087413 
-1.1198 0.14421 -0.39232 -0.30483 0.49352 
-1.0901 -0.57538 -0.14432 0.048449 0.67066 
-1.0603 -0.093742 0.36676 -0.079225 -0.25873 
-0.94144 0.070756 -0.35624 -0.11233 0.35502 
-0.079367 -0.085684 -0.074389 0.25768 -0.11774 
-0.04964 0.12429 -0.11939 0.31886 -0.35068 
-0.019913 -0.012808 0.023495 0.33362 -0.36839 
0.0098131 0.016135 -0.083461 -0.012455 0.034385 
0.03954 -0.26032 -0.085588 -0.20401 0.50853 
0.069266 0.0665 -0.032215 -0.079093 -0.011006 
0.098993 -0.59363 -0.30703 -0.053324 0.95518 
0.30708 0.11654 -0.075896 -0.075384 -0.021877 
1.3475 0.50512 0.055939 0.053577 -0.69309 
1.407 -0.37701 0.021598 -0.15451 0.47428 
-1.3802 -0.042409 0.47323 -0.18867 -0.31558 
-1.1126 -0.45305 0.23882 0.24361 -0.034643 
-1.0829 -0.1691 -0.036746 0.37903 -0.1735 
-0.96402 -0.32154 0.41942 0.29188 -0.40865 
-0.93429 -0.095758 0.4617 -0.11763 -0.31273 
-0.1614 -0.043872 -0.2784 -0.20233 0.48662 
-0.10195 -0.11417 -0.25164 -0.37293 0.69177 
-0.07222 0.073705 0.22063 0.19473 -0.53034 
-0.042494 0.43706 0.0016745 0.25383 -0.74211 
-0.012767 0.081125 -0.23446 -0.031953 0.14939 
0.016959 -0.027923 0.15884 0.069149 -0.24086 
0.046686 0.19329 0.045544 -0.0024493 -0.29084 
0.076412 0.28907 -0.23859 0.09271 -0.18322 
0.10614 0.11857 0.18505 0.5835 -0.90184 
0.16559 0.038972 0.12702 -0.15981 -0.065987 
0.25477 0.11852 0.5272 -0.29885 -0.44096 
0.49258 0.050641 -0.38531 -0.11599 0.418 
0.90876 0.053403 0.55218 0.19091 -0.85278 
1.3249 -0.028671 -0.17694 0.20533 -0.014539 
1.4141 0.25953 0.23183 0.24395 -0.78542 
-1.4028 -0.088535 0.53393 -0.22762 -0.28627 
-1.373 -0.083245 -0.3292 -0.075265 0.47144 
-0.95687 0.1672 0.011279 -0.25426 0.01442 
-0.15425 -0.20931 -0.2308 0.37625 0.082992 
-0.12453 -0.16972 0.18378 -0.083717 0.033468 
-0.094801 -0.05941 0.24777 0.11231 -0.33298 
-0.065074 -0.033168 -0.10676 0.26901 -0.13477 
-0.035347 0.04125 0.1662 -0.038617 -0.21434 
-0.0056209 0.061074 0.25974 -0.20022 -0.18339 
0.024106 0.041009 0.3944 -0.095342 -0.40062 
0.053832 0.13102 -0.35551 -0.1933 0.38078 
0.083559 -0.27243 -0.2525 -0.14017 0.6525 
0.11329 -0.061786 -0.084375 0.16544 -0.03161 
0.17274 0.10712 0.11792 -0.13356 -0.1456 
0.49973 0.19371 0.47978 0.082792 -0.81797 
0.88618 -0.070215 0.017997 -0.36578 0.36343 
1.4213 -0.017698 0.025404 0.053715 -0.089808 
-1.3956 0.17262 -0.25772 -0.13782 0.1902 
-1.2173 0.0041647 -0.17987 0.080111 0.085328 
-1.1875 0.15385 0.20902 0.20436 -0.59695 
-0.97945 0.17265 0.18494 -0.19347 -0.22219 
-0.17683 -0.29521 0.012718 -0.070268 0.34148 
-0.14711 0.51753 0.1261 -0.40075 -0.33475 
-0.11738 -0.25594 -0.5668 -0.11048 0.94458 
-0.087654 0.064743 -0.13597 -0.045183 0.091251 
-0.057928 -0.19578 0.012179 -0.1009 0.26475 
-0.028201 0.47963 -0.082257 -0.11438 -0.342 
0.0015254 -0.17042 -0.17279 0.19582 0.1561 
0.031252 -0.1439 -0.15353 -0.093077 0.37602 
0.060978 -0.27543 0.5495 0.10818 -0.40804 
0.090705 -0.42475 -0.069254 0.13132 0.37794 
0.12043 -0.01338 0.038093 0.25002 -0.28233 
0.15016 0.087155 0.18736 -0.15406 -0.17041 
0.17988 -0.042834 -0.038246 -0.14513 0.19603 
0.23934 0.27845 -0.33564 0.025147 0.0079861 
0.44742 0.061359 0.079266 0.13651 -0.29954 
0.50688 -0.26534 0.089647 -0.20762 0.35663 
1.3392 -0.10542 -0.081028 0.03163 0.14327 
1.3987 0.084766 -0.017987 -0.23966 0.12691 
-1.3885 -0.29585 -0.026468 -0.081946 0.40178 
-1.2398 0.24822 -0.12984 0.053894 -0.19461 
-1.2101 0.062826 -0.18712 -0.20542 0.30345 
-1.1507 -0.019055 -0.059204 0.18628 -0.10738 
-1.1209 0.0088666 0.19128 0.026019 -0.25082 
-0.9723 0.045977 0.045655 0.0064822 -0.11947 
-0.16969 -0.075103 0.27824 -0.079072 -0.15507 
-0.13996 -0.025261 -0.13049 0.18885 -0.028439 
-0.11023 0.096915 -0.11003 0.1743 -0.1663 
-0.080508 0.081393 0.26086 0.13713 -0.50409 
-0.050781 0.097117 -0.079698 0.03612 -0.069975 
-0.021055 0.02015 -0.3514 0.1573 0.18416 
0.0086717 -0.022611 0.36051 -0.2138 -0.172 
0.038398 0.1895 0.11828 -0.05233 -0.29362 
0.068125 -0.54001 -0.035782 0.34435 0.27526 
0.097851 0.083256 -0.29799 0.48745 -0.24558 
0.12758 0.058749 0.30409 -0.020076 -0.37931 
0.1573 0.2655 -0.28068 0.33015 -0.31144 
0.21676 -0.10494 -0.10584 0.45791 -0.21944 
0.27621 -0.26053 -0.10387 -0.20618 0.56075 
0.42484 0.045916 -0.066831 0.22064 -0.2004 
0.6032 -0.12499 -0.079376 -0.13209 0.32212 
0.72211 0.14264 -0.15409 0.42789 -0.40426 
-1.2624 -0.26545 -0.049766 0.12986 0.20485 
-1.0841 0.058785 -0.24975 0.18189 0.021372 
-1.0543 -0.49266 -0.08321 0.098424 0.51075 
-1.0246 0.10027 -0.022273 0.048047 -0.1369 
-0.99488 -0.065569 0.20618 0.067236 -0.21786 
-0.19227 0.0011278 -0.13111 -0.51552 0.60607 
-0.16254 0.062869 -0.36998 0.087847 0.23042 
-0.13281 -0.14683 0.36276 0.3756 -0.58199 
-0.10309 0.1869 -0.17079 0.05868 -0.083213 
-0.073362 -0.0887 0.046387 -0.054881 0.087681 
-0.043635 -0.11706 0.071812 -0.044793 0.081817 
-0.013909 -0.18055 -0.33539 -0.14583 0.67006 
0.015818 -0.31616 -0.15999 0.56472 -0.029553 
0.045544 0.024806 -0.13213 0.14783 -0.03416 
0.075271 0.11071 0.059164 0.064073 -0.24826 
0.105 -0.16129 -0.28098 -0.31255 0.74738 
0.13472 0.019657 -0.17881 0.15523 0.013374 
0.16445 0.37857 -0.1532 0.015603 -0.26548 
0.19418 -0.17717 0.02299 0.10757 0.055404 
0.2239 0.062467 -0.48333 0.021655 0.41115 
0.25363 0.058604 -0.39857 -0.099219 0.43867 
0.28336 -0.31031 0.13267 -0.14301 0.31475 
0.40226 -0.15853 -0.26902 0.0080257 0.43417 
0.5509 0.4288 0.17425 -0.26195 -0.40438 
1.2941 -0.12538 -0.10851 -0.10245 0.33325 
1.413 -0.3412 -0.38598 -0.14376 0.89202 
-1.3445 -0.43457 0.22365 -0.025608 0.25019 
-1.3147 -0.22002 0.077418 0.29882 -0.12601 
-0.21485 0.20816 0.020376 -0.17441 -0.082024 
-0.18512 -0.060733 0.0051852 0.12715 -0.060233 
-0.1554 -0.2161 -0.024179 0.16468 0.10092 
-0.12567 0.050635 -0.04671 -0.080864 0.068938 
-0.095942 0.10404 0.4646 0.10876 -0.69999 
-0.066215 -0.17463 -0.030248 0.12301 0.10188 
-0.036489 -0.12374 -0.090611 0.016379 0.21009 
-0.0067623 -0.065653 0.16073 0.21279 -0.2976 
0.022964 0.068171 -0.29446 -0.050222 0.28155 
0.052691 -0.0046356 -0.11419 0.10005 0.030427 
0.082417 -0.028076 -0.078731 0.066035 0.049774 
0.11214 0.58995 0.065357 0.29144 -0.96788 
0.14187 -0.29661 0.026781 -0.057277 0.33927 
0.1716 0.077631 0.27986 -0.036794 -0.34305 
0.20132 -0.30813 0.051036 0.18037 0.10536 
0.23105 -0.078417 -0.19194 -0.041008 0.32141 
0.26078 -0.33766 -0.12715 -0.16688 0.6461 
0.2905 -0.16559 0.34534 0.21375 -0.38575 
0.46886 0.25276 -0.055348 0.04986 -0.25837 
0.55804 -0.33895 -0.014067 -0.19617 0.55612 
0.67695 0.1936 -0.28923 -0.1368 0.2231 
1.3904 -0.093195 0.007387 0.37476 -0.25799 
-1.367 -0.10727 -0.079339 0.11307 0.098647 
-1.3373 -0.28134 -0.036149 -0.11907 0.4541 
-1.3076 -0.17614 0.0051628 -0.051691 0.23633 
-1.2779 0.43592 -0.026236 -0.07706 -0.35809 
-1.2481 0.061571 -0.0701 0.25891 -0.22604 
-1.1887 -0.1387 -0.27301 -0.057483 0.49352 
-1.159 0.14627 0.23214 -0.012512 -0.38087 
-1.1292 -0.13522 -0.093859 -0.58119 0.78841 
-1.0995 -0.12155 0.24042 0.16967 -0.27394 
-1.0698 0.18802 -0.28467 -0.098401 0.19628 
-1.04 0.15716 0.10638 0.047714 -0.31656 
-1.0103 -0.14962 0.2373 -0.49614 0.37757 
-0.98059 -0.78562 0.20346 -0.25101 0.86173 
-0.92114 -0.0078099 0.14785 0.25294 -0.3752 
-0.89141 0.31443 0.081923 0.069168 -0.47809 
-0.23743 0.055615 0.21539 0.064215 -0.33817 
-0.2077 -0.0022921 -0.07098 -0.053992 0.13341 
-0.17798 -0.27755 -0.17216 -0.26213 0.72552 
-0.14825 0.065052 -0.4775 0.075221 0.36795 
-0.11852 -0.11296 0.14366 -0.084984 0.054876 
-0.088796 -0.31275 0.20184 -0.053149 0.17678 
-0.059069 0.20756 0.19518 0.23718 -0.63922 
-0.029343 -0.43586 0.039921 -0.038586 0.46392 
0.00038392 0.22748 -0.11637 -0.33118 0.1941 
0.03011 -0.32155 -0.13934 0.33166 0.1864 
0.059837 0.4102 -0.33972 -0.14667 0.062559 
0.089564 0.10825 0.087102 -0.086541 -0.11964 
0.11929 -0.18073 0.14774 0.013776 0.030946 
0.14902 0.19818 0.36443 -0.25797 -0.34677 
0.17874 0.49802 0.31035 -0.33656 -0.53595 
0.20847 -0.38742 -0.22416 -0.23827 0.87472 
0.2382 -0.40566 0.081438 0.023325 0.33078 
0.26792 -0.082936 -0.36995 0.21525 0.28252 
0.29765 -0.2032 0.052087 -0.13054 0.28915 
0.38683 0.39319 0.17445 0.25746 -0.83373 
0.44628 -0.063894 -0.30922 0.10322 0.30267 
0.65437 -0.007922 -0.10652 -0.13315 0.25018 
1.3678 0.137 0.018329 0.1663 -0.31295 
-0.23028 -0.18766  0.18 0.071132 -0.041073 
-0.20056 -0.0089448 0.031004 -0.33016 0.29779 
-0.17083 -0.13529 -0.075404 0.33463 -0.073754 
-0.1411 -0.19732 -0.064145 0.053216 0.24178 
-0.11138 -0.0093767 0.39889 0.089767 -0.47745 
-0.081649 0.073434 -0.23003 -0.16605 0.3314 
-0.051923 0.055182 -0.031603 -0.065945 0.049819 
-0.022196 -0.16488 -0.28007 -0.035866 0.51638 
0.0075302 -0.15451 0.22642 -0.18215 0.11025 
0.037257 -0.54323 0.13728 0.0025994 0.44549 
0.09671 -0.11749 -0.19469 0.066076 0.2818 
0.12644 -0.43834 -0.20831 0.037205 0.6641 
0.15616 0.16535 -0.098148 0.048554 -0.10392 
